1,Villantis,587,492,11588388,10702,0
2,Noble,522,489,2356576,11189,0
3,Hello,586,483,849064880,11652,0
4,Yeet,509,519,4923380,11716,0
5,0263+RAM,474,493,10368269,10533,0
6,Villantis,503,563,11173044,10440,6
7,0265+WaT,577,456,11475029,11609,0
8,0068+%5B125%5D,482,504,10368269,10477,0
9,0146+%5B125%5D,489,559,849053258,9963,0
10,Overlord,496,502,4560143,11609,0
11,-TagTeamed,545,465,11091730,12128,0
12,0307+WaT,581,469,11475029,11468,0
13,Death+Approaches,507,430,11475491,10469,0
14,Villantis,576,487,11588388,10469,0
15,%2ANOBLE,486,432,11129135,10469,0
16,001,459,555,11475491,10046,3
18,Hello,593,482,849064880,11652,0
19,Evil+Operation,462,513,9735896,10553,0
20,-TagTeamed,586,485,11091730,10477,0
21,Bolds+Renaming+Paradise,516,507,11173044,11793,0
23,Overlord,521,426,4560143,11468,0
24,xxx,515,478,10745710,10469,0
25,%2ATheRedRightHand%2A,589,473,11470473,10610,0
26,We+Can+All+Fang+%3A%29,479,471,10368269,10129,0
27,Yeet,595,480,4923380,11652,0
28,-TagTeamed,591,491,11091730,11793,0
29,002,572,511,11603924,10533,0
30,Villantis,582,479,11588388,10610,0
31,%2ATheRedRightHand%2A,557,496,11470473,12128,9
32,242,476,483,10368269,10129,0
33,Noble,553,446,848998978,9969,0
34,Noble,572,457,2356576,11391,0
36,003,568,519,11603924,10533,0
37,xxx,514,490,10745710,10469,2
38,-TagTeamed,585,487,11091730,10610,0
39,xxx,506,453,10745710,10469,0
40,Yeet,590,485,4923380,11652,0
41,We+Can+All+Fang+%3A%29,483,464,10368269,10129,0
42,Grootomatic,592,484,1340513,11628,0
43,Hello,588,477,849064880,11652,0
44,One+Pump+Dump,583,484,849064011,12128,0
45,Noble,452,477,11461343,10628,0
46,-TagTeamed,577,479,11091730,10610,0
47,0272+THE+REAL+GREEK,515,547,849064174,11664,0
48,Noble,510,493,848998978,10586,0
49,Evil+Operation,497,483,9735896,10973,0
50,Overlord,507,502,4560143,11609,0
51,K55+134,504,596,11378659,10004,0
52,Noble,507,495,848998978,11628,0
53,0172+RAM,505,500,2473439,8846,0
54,We+Can+All+Fang+%3A%29,465,468,10368269,10129,0
55,Overlord,502,508,4560143,11609,0
56,xxx,515,486,10745710,10469,0
57,Noble,504,489,848998978,10445,0
58,Barbarian+village,515,494,0,9291,0
59,Ymer+011,447,535,11457670,9968,0
60,Evil+Operation,434,451,9735896,11247,0
61,xxx,433,449,10745710,10469,0
62,Noble,530,455,848998978,9969,0
63,Dream%2A,455,416,11461343,10769,0
65,xxx,443,448,10745710,10469,0
66,VVV+4+LyFe,471,489,10368269,10129,0
67,Evil+Operation,434,449,9735896,11247,0
68,195+No.+0022,481,568,8049221,9696,0
69,001+JAG+VURR+ER+ALLA,479,567,11534794,9360,4
70,Overlord,511,509,4560143,11468,0
71,We+Can+All+Fang+%3A%29,463,466,10368269,10129,0
72,Yoos,490,518,11588388,9334,0
73,Overlord,489,522,4560143,11468,0
74,0637+WaT,525,540,11475029,9759,0
75,Yoos,485,515,11588388,10610,0
76,0075.0+UnderDawg,540,574,11091730,10510,0
77,Overlord,496,528,4560143,9907,0
78,Overlord,495,507,4560143,11609,0
79,0022+My+Money+Dont+Jiggle+Jiggle,543,549,11470473,11939,0
80,242+ZF,484,587,4490514,10056,0
81,055+%2AEviction+Notice%2A,544,572,4933528,7430,0
82,125+Tinglo,449,549,11457670,10328,0
83,0056+THE+REAL+GREEK,541,574,849064174,11793,0
84,0066.5+UnderDawg,542,564,11470473,9838,0
85,Grootomatic,538,568,1340513,9492,0
86,019,450,425,10074353,12128,0
87,Yoos,485,506,11588388,10189,0
88,xxx,439,428,10745710,10469,0
89,Ready+For+The+Incoming+Impact+%3F,454,424,849063661,10336,0
90,003+Pooga+Family,447,431,11457436,10945,0
91,0137+RAM,506,550,11173044,9963,0
92,Noble,443,440,11461343,10628,0
93,Yeet,501,539,4923380,11716,0
94,Yoos,487,509,11588388,10426,0
95,Evil+Operation,444,434,9735896,11247,0
96,xxx,508,457,10745710,10469,0
97,ready,446,424,849062355,10285,0
98,003,490,470,11129135,10533,0
99,Evil+Operation,444,437,9735896,11247,0
100,016+Pooga+Family,446,436,11457436,10469,0
101,Noble,485,575,848998978,10586,0
102,020,452,427,10074353,12128,0
103,Noble,567,478,848998978,9969,0
104,xxx,439,447,10745710,10469,0
105,The+Best+Monsters,439,426,11284848,12128,0
106,xxx,423,521,10745710,10469,0
107,Evil+Operation,459,513,9735896,11247,9
108,Bolds+Renaming+Paradise,523,503,11173044,12128,0
109,xxx,511,487,10745710,10469,2
111,We+Can+All+Fang+%3A%29,468,473,10368269,7694,0
112,Noble,507,488,848998978,11628,4
113,We+Can+All+Fang+%3A%29,470,468,10368269,10129,0
114,0281+RAM,476,480,10368269,9545,0
115,Overlord,524,443,4560143,11468,0
116,Noble,460,478,11461343,10628,0
117,Bolds+Renaming+Paradise,545,516,11173044,11793,0
118,We+Can+All+Fang+%3A%29,467,469,10368269,10129,0
119,Bolds+Renaming+Paradise,545,519,11173044,11793,0
120,231+Kvack,451,470,10206900,10285,0
121,We+Can+All+Fang+%3A%29,477,457,10368269,10129,0
122,Demolition+011,478,428,11335777,10533,0
123,0406+RAM,473,479,10368269,10129,0
124,Noble,454,478,11461343,10769,0
125,Noble,505,473,11461343,10628,0
126,r+u+ok,534,486,849062441,10469,0
127,Evil+Operation,504,475,9735896,11247,0
128,xxx,511,478,10745710,10469,0
129,027,490,507,11591055,1060,0
130,154.%7C,495,479,9880772,9408,0
131,Death+Approaches,504,430,11475491,10372,0
132,0316+%5B125%5D,498,488,10368269,10367,0
133,Bolds+Renaming+Paradise,515,523,11173044,11793,0
134,xxx,518,475,10745710,10469,0
135,Yoos,487,521,11588388,10005,0
136,002+JAG+VURR+ER+ALLA,471,584,11534794,10611,0
137,xxx,512,465,10745710,10469,0
138,0134,490,474,8572750,9907,8
139,0100+RAM,444,575,11457670,10349,0
140,Noble,461,503,11461343,10247,0
141,Yeet,503,534,4923380,11716,1
142,002,481,495,11591055,3303,0
143,r+u+ok,527,450,849062441,10469,0
