1,Frost+Haven,506,544,849085997,9526,0
2,148+%7C+Walled,489,480,11456046,8679,0
3,D145,455,514,669261,10530,0
4,051+%7C+Good+Life,499,477,11456046,10261,4
5,MELTING+TIME+155,505,547,11361198,10195,0
6,The+Shire,510,547,849085997,9521,0
7,A060+M.K.A.,525,466,11283940,10136,0
8,MELTING+TIME+112,507,535,11361198,10165,0
9,A068+M.K.A.,524,469,11283940,10136,0
10,A096+M.K.A.,516,458,11283940,9914,0
11,A076+M.K.A.,522,475,11283940,10136,0
12,0157+I+Am+Become+Death,458,514,9798192,10185,0
13,A075+M.K.A.,523,473,11283940,10136,0
14,0193+Gunnin+4+U,513,467,4599359,10630,0
15,A069+M.K.A.,526,467,11283940,10136,0
16,DSNW+0,444,443,8140841,5789,0
17,0124+I+Am+Become+Death,530,502,9798192,10069,7
18,0380+Lethal+Sleep+Zone,522,477,849098422,10033,0
19,A010+M.K.A.,522,463,11283940,9898,0
20,0008,516,471,11381205,10991,0
21,Your+worst+nightmare%3A%28,518,541,11482116,9503,0
22,A130+M.K.A.,517,468,11283940,9898,0
23,010-,520,474,849093528,1718,0
24,A205+PASHA,528,481,11283940,9914,0
25,046+45%3A221%3A19,509,458,849094339,10374,0
26,0069+I+Am+Become+Death,529,477,9798192,10704,0
27,0121+Lethal+Sleep+Zone,536,488,849098422,10445,0
28,A011+M.K.A.,520,465,11283940,9914,0
29,Riverpark,491,501,11547458,9569,0
30,0151+Lethal+Sleep+Zone,519,469,849098422,10110,0
31,A065+M.K.A.,523,468,11283940,10136,0
32,A150+M.K.A.,522,472,11283940,10612,0
33,Is+Unofficial+NAP+Dead,463,567,9632095,10223,0
34,0134+I+Am+Become+Death,518,482,9798192,10044,0
35,0153+Lethal+Sleep+Zone,520,470,849098422,10445,0
36,A157+M.K.A.,537,481,11283940,9895,0
37,%21%21+BRAINS+%21%21,541,570,10645583,10353,0
38,A198+PASHA,536,485,11283940,9895,0
39,A197+PASHA,541,484,11283940,10128,0
40,002-Elan,528,465,849093528,5135,0
41,0399+%2A%2A%2AHail+to+the+Mayhem%2A%2A%2A,564,503,9022536,10947,0
42,Your+worst+nightmare%3A%28,513,526,11482116,10947,8
43,Barbarian+village,529,461,0,509,0
44,0061+Gunnin+4+U,522,460,4599359,10630,0
45,A206+PASHA,525,484,11283940,9914,0
46,Shy-075,429,470,10581480,5254,0
47,0392+Lethal+Sleep+Zone,523,490,849098422,10337,0
48,0396+Lethal+Sleep+Zone,529,487,849098422,9055,0
49,0259+Gunnin+4+U,516,463,4599359,10630,0
50,Fifa+World+Cup,436,543,2330233,10672,0
51,BNorways+village+2,512,473,11579752,852,0
52,0266+Gunnin+4+U,512,460,4599359,10630,0
53,116+45%3A227%3A0,535,455,849094339,10612,0
54,MELTING+TIME+108,529,572,11361198,10181,0
55,014+DarKness+Charity,494,500,9937147,10080,1
56,028,532,463,9260910,6245,0
57,A179+M.K.A.,543,462,11283940,12130,0
58,091+45%3A203%3A24,519,454,849094339,10106,0
59,D099,472,507,669261,10530,0
60,Mango,464,454,11469925,10214,5
61,092+45%3A243%3A11,516,462,849094339,10131,0
62,A097+M.K.A.,523,457,11283940,9914,0
63,0185+Lethal+Sleep+Zone,508,469,849098422,10445,0
64,Is+Unofficial+NAP+Dead,469,562,9632095,10223,0
65,Brand,479,485,11469925,10214,8
66,0109+Gunnin+4+U,510,465,4599359,10630,0
67,0101,506,467,11381205,10445,0
68,081+45%3A185%3A9,529,446,849094339,10089,0
69,0419+Lethal+Sleep+Zone,514,507,849098422,10004,0
70,BattleStation+008,546,551,848975395,11177,1
71,0268+Gunnin+4+U,531,439,4599359,10630,0
72,0222+Gunnin+4+U,522,440,4599359,10630,0
